subject,what_about,comments,gender,heard_of,hear_more,what_is_fixed,duration,dweck_sum_score,goal1,goal2,goal3,goal_wording,prompt_wording,dependent_measure,trial_type,version,goal_variable,goal_timeline,goal_impress,response,can_describe_fixed
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,1,no
16,how i view intelligence levels,interesting would like to hear more,male,no,yes,,269777,15,improving at math,doing well on this test,being good at math,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
17,math,none,female,no,no,,111114,14,improving at math,doing well on the upcoming test,being good at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.17,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.5,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.5,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.5,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.42,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.5,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
18,I havent a clue,none,female,no,no,,135643,17,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,2,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
19,How we see ourselves in school,None I thought it was very clear ,female,no,no,,100114,19,being good at math,doing well on the upcoming test,showing your teacher that you try at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,2,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
20,To see how people feel about learning,Thank you,male,no,yes,,130334,14,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
